index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
0,0,Which post DC Extended Universe actress will also play a role in what is intended to be the fifth installment of the DC Extended Universe?,Gal Gadot,Gal Gadot,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,6,9,963,final_synthesis_reserve,Justice League (film),0.9232845344985592,grounded,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/000_0
1,1,"What was the name of the fanzine that interviewed the Sex Pistols bassist when he was in the band ""The Flowers of Romance?""",SKUM,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,8,989,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/001_1
2,2,"Which case was decided first, Selle v. Gibb or Reynolds v. Sims?",1964,1964,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,7,11,972,final_synthesis_reserve,1964,0.8444151801443736,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/002_2
3,3,Hate Them is the ninth album by a band likened to who?,Motörhead,Bathory and Celtic Frost,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,13,929,final_synthesis_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/003_3
4,4,"With whom did this American singer, songwriter and record producer, who contributed to the single ""Marvin Gaye"" with Julie Frost, co-produced and performed the 2015 song for a movie soundtrack?",Wiz Khalifa,Wiz Khalifa,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,2,7,936,final_synthesis_reserve,Wiz Khalifa,0.9916345907041068,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/004_4
5,5,Which North American tribe inhabited the banks of the Winnipesaukee River and were also known as the Pawtucket people?,the Pennacook people,Pennacook,0,1,0.666667,0.666667,0.0,0.666667,0.367879,0.0,0.0,0.0,0.526316,0,6,12,1027,final_synthesis_reserve,Pennacook,0.8166084055580956,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/005_5
6,6,Which part of Scotland is this institute found where Alice König is a lecturer in Latin and Classical Studies?,"St Andrews, Fife, Scotland",Fife,0,1,0.4,0.4,0.0,0.4,0.049787,0.0,0.0,0.0,0.27027,0,6,10,684,frontier_empty,Fife,0.8376831677893833,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/006_6
7,7,What is Rachelle Amy Beinart's role in the film that follows a group of rebels on a mission?,stunt performances,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,9,955,final_synthesis_reserve,,0.0,,state,state_12,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/007_7
8,8,The History of Ranching is a mural that was originally located at an American brewery that in 1999 began trasfering its production to who?,Miller Brewing,Miller Brewing,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,10,15,935,final_synthesis_reserve,Miller Brewing,0.9722968490377306,final_synthesis,memory,memory_mem_11,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/008_8
9,9,Do Bloody Mary and Sidecar share any ingredients in common?,no,No,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,5,11,917,frontier_empty,No,0.9583151679181667,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/009_9
10,10,Liverpool nurse Mimi Smith was the aunt and guardian of which one of the city's most famous sons?,John Lennon,John Lennon,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,6,10,543,frontier_empty,John Lennon,0.8793912154688199,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/010_10
11,11,Psychopsis and Aubrieta are both genuses of which type of plants?,flowering plants,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,10,892,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/011_11
12,12,Which Roman Emperor was grandfather to the children of Mark Antony?,Caligula,Mark Antony,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,10,897,final_synthesis_reserve,,0.0,,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/012_12
13,13,Which player Richard Gasquet or Jim Pugh  has won more mixed double Grand Slam titles ?,Jim Pugh,one,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,10,940,final_synthesis_reserve,,0.0,,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/013_13
14,14,Who was the head of the Imperial Family that was making an broadcast announcement of Japan's surrender in 1945?,Emperor of Japan,Emperor Hirohito,0,0,0.4,0.4,0.0,0.4,0.303265,0.0,0.0,0.0,0.344828,0,6,10,1041,frontier_empty,Emperor Hirohito,0.8429745962155253,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/014_14
15,15,"Which singer is younger, Kenny Greene or Billy Idol?",Kenny Greene,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,11,962,final_synthesis_reserve,,0.0,,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/015_15
16,16,Do Singapore Sling and Fish House Punch both contain alcohol?,yes,Yes,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,4,7,575,high_confidence_root_memory,Yes,0.8682400632112763,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/016_16
17,17,"Which genus has the most number of species, Myrsine or Styrax?",Myrsine,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,9,900,frontier_empty,,0.0,,state,state_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/017_17
18,18,"The actor who plays the grown version of Emma Swan's son, from ""Once Upon a Time"", also plays what character in the television show ""The Walking Dead""?",Gareth,Gareth,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,4,7,622,frontier_empty,Gareth,0.8743903536834771,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/018_18
19,19,"Which man, Ibn Tufail or Ali Qushji, is best known for the development of astronomical physics independent from natural philosophy?",Ali Qushji,Ali Qushji,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,5,10,884,final_synthesis_reserve,Ali Qushji,0.8537102805786209,final_synthesis,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/019_19
20,20,What singer who sang in church during her childhood did Stacy Barthe pen album tracks for?,Katy Perry,Katy Perry,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,6,11,895,final_synthesis_reserve,Katy Perry,0.9879469695179846,final_synthesis,memory,memory_mem_9,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/020_20
21,21,"Who was this American Founding Father, a proponent of democracy, republicanism, and individual rights, examined Ice Age fossils of Kentucky's Big Bone Lick?",Thomas Jefferson,Thomas Jefferson,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,7,9,910,final_synthesis_reserve,Thomas Jefferson,0.8603235584274114,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/021_21
22,22,Tui Flower and Julia child were both known for what?,Cooking,food writing,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,12,948,final_synthesis_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/022_22
23,23,This radio programme that originally aired from October 1995 to April 2000 starred a critic working in what field?,pop music and popular culture,pop music and popular culture,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,8,12,917,final_synthesis_reserve,pop music and popular culture,0.8084481698507521,expansion_candidate,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/023_23
24,24,Who was the son and heir of Henry Beauclerc?,William Adelin,William Adelin,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,8,11,934,final_synthesis_reserve,William Adelin,0.9168546268642076,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/024_24
25,25,Which segment of If These Walls Could Talk did the Goddess of Pop direct?,the third,the third segment,0,1,0.666667,0.666667,0.0,0.666667,0.5,0.0,0.0,0.0,0.909091,0,8,16,981,final_synthesis_reserve,the third segment,0.8920201113175489,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/025_25
26,26,Who is is known domestically for his humorous videos and stage performances and released his sixth studio album in 2012?,Psy,Psy. He,0,1,0.666667,0.666667,0.0,0.666667,0.5,0.0,0.0,0.0,0.909091,0,6,11,894,final_synthesis_reserve,Psy. He,0.8456790321618392,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/026_26
27,27,"During the 2004-05 Atlanta Hawks season, the team acquired a former professional basketball player, who is the current head coach of what team?",Cleveland Cavaliers,Tulane University men's basketball team,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,10,925,final_synthesis_reserve,Tulane University men's basketball team,0.8953017261073791,final_synthesis,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/027_27
28,28,"What mine was operated by Royal Oak Mines at at earlier date, Kemess Mine or Colomac Mine?",The Colomac Mine,Colomac Mine,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,5,10,959,final_synthesis_reserve,Colomac Mine,0.8574005474277839,final_synthesis,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/028_28
29,29,In which football league does the son of Souleyman Sané play?,Premier League,Premier League,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,5,11,849,frontier_empty,Premier League,0.9580730079358891,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/029_29
30,30,Who is younger Chris Gould or Robbie Gould ?,Chris Gould,Chris Gould,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,7,10,911,final_synthesis_reserve,Chris Gould,0.8529587972899253,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/030_30
31,31,"Which player won more Grand Slam titles, Kevin Ullyett or Billie Jean King?",Billie Jean King,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,10,1095,frontier_empty,,0.0,,state,state_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random100_seed20260504_20260506_095520/runs/031_31
