index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,retrieved_titles,gold_titles,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
0,2hop__496961_554601,What's the place of birth of the former member of The Sunnyboys?,Kingscliff,"Kingscliff, New South Wales",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,"[""Sunnyboys"", ""Jeremy Oxley"", ""Birth certificate"", ""La Rosiere de Pessac"", ""Natural-born-citizen clause"", ""A Prisoner of Birth"", ""Female reproductive system"", ""2018 Illinois gubernatorial election""]","[""Sunnyboys"", ""Jeremy Oxley""]",6,11,713,frontier_empty,"Kingscliff, New South Wales",0.8589801016124502,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/000_2hop__496961_554601
1,2hop__16581_16525,When did the person who first brought a postal service into Umayyad lands become caliph?,661,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Punjab, Pakistan"", ""Umayyad Caliphate"", ""Postage stamps and postal history of India"", ""Mu'awiya ibn Hisham"", ""Portugal"", ""Dome of the Rock""]","[""Umayyad Caliphate""]",7,14,1117,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/001_2hop__16581_16525
2,2hop__10122_18974,Who led the military expedition to where now Min dialects are spoken on border with Zhejiang?,Chen Zheng,Chen Zheng,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Zhejiang"", ""Hokkien"", ""Normans"", ""Punjab, Pakistan"", ""Armenians"", ""Somalis"", ""Catalan language"", ""Dialect"", ""Old English""]","[""Hokkien"", ""Zhejiang""]",7,12,1122,final_rerank_reserve,Chen Zheng,0.7654,expansion_candidate,memory,memory_mem_7,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/002_2hop__10122_18974
3,2hop__151705_141308,What company is I Dig Love's record label a part of?,Apple Corps,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""I Dig Love"", ""Barbara Pittman"", ""For Someone I Love"", ""Sound of Love"", ""Love Sign"", ""Visions of Love"", ""Rebelle Records"", ""Dig This!"", ""Sony Music"", ""Nothing Records"", ""Cargo Records (UK)"", ""Equator Records (Canada)"", ""Blues""]","[""I Dig Love"", ""Apple Records""]",7,13,1052,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/003_2hop__151705_141308
4,2hop__424908_500483,"What shares a border with the administrative district where Bieliny, Świętokrzyskie Voivodeship is the capital?",Gmina Daleszyce,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Bieliny, Świętokrzyskie Voivodeship"", ""Cisów-Orłowiny Landscape Park"", ""Wilczyce, Świętokrzyskie Voivodeship"", ""Wojciechowice, Opatów County"", ""Gmina Łubnice, Świętokrzyskie Voivodeship"", ""Gmina Waśniów"", ""Trzemoszna"", ""Borcuchy""]","[""Cisów-Orłowiny Landscape Park"", ""Bieliny, Świętokrzyskie Voivodeship""]",6,11,1058,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/004_2hop__424908_500483
5,2hop__263728_705527,Who is the father of the father of Anwer Ali?,Ahmad Shah Bahadur,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Anwer Ali"", ""Cages"", ""Islamism"", ""Lucy Kennedy"", ""Qudsia Begum"", ""Idries Shah""]","[""Anwer Ali"", ""Qudsia Begum""]",3,6,594,frontier_empty,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/005_2hop__263728_705527
6,2hop__13353_85402,What is the capitol of the country where the Prunus spinosa leaves much sooner?,Brussels,Brussels,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,"[""Biodiversity"", ""Abuja"", ""Canton of Zürich"", ""Sooner or Later (Larry Graham song)"", ""Trowulan"", ""Doonan, Queensland"", ""Belgium""]","[""Biodiversity"", ""Belgium""]",5,8,754,frontier_empty,Brussels,0.9109004653005811,expansion_candidate,memory,memory_mem_8,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/006_2hop__13353_85402
7,2hop__557284_160249,Which years did the war with Antigone's spouse occur?,323–272 BC,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Civil disobedience"", ""Ptolemy (son of Pyrrhus)"", ""June Brown"", ""Christel Khalil"", ""George Wickham"", ""Haemon"", ""Hieronymus of Cardia"", ""Nicolò Sagredo"", ""John Cecil Jones"", ""Shark attack""]","[""Hieronymus of Cardia"", ""Ptolemy (son of Pyrrhus)""]",5,9,1116,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/007_2hop__557284_160249
8,2hop__442175_56873,When did the team that Jamie Ward is a member of win the FA Cup?,1898 and 1959,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Jamie Ward"", ""FC Barcelona"", ""John Terry"", ""Newcastle United F.C."", ""Gareth Southgate"", ""Singapore FA Cup"", ""History of Chelsea F.C."", ""Nottingham Forest F.C."", ""Everton F.C."", ""2015–16 Leicester City F.C. season"", ""2005 FA Cup Final"", ""1914 FA Cup Final"", ""South Africa at the Rugby World Cup""]","[""Jamie Ward"", ""Nottingham Forest F.C.""]",8,14,1194,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/008_2hop__442175_56873
9,2hop__95172_152907,What city is the actress in Signora Enrica from?,La Goulette,La Goulette,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Signora Enrica"", ""Le foto proibite di una signora per bene"", ""Peppino e la vecchia signora"", ""The Balloon Farm"", ""Claudia Cardinale"", ""Marin Sais"", ""Edmund Burke"", ""Fred Schwengel Memorial Bridge"", ""Darwin, Northern Territory"", ""Federal Bureau of Investigation""]","[""Claudia Cardinale"", ""Signora Enrica""]",7,14,962,frontier_empty,La Goulette,0.8611946545456142,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/009_2hop__95172_152907
10,2hop__61143_165532,Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Tuppy Owen-Smith"", ""Tanisha Smith"", ""Rod Smith (wide receiver)"", ""John \""Hannibal\"" Smith"", ""University of Kansas"", ""Hannibal (TV series)"", ""Five Days from Home"", ""Piper Kerman"", ""Joy Harmon""]","[""Five Days from Home"", ""John \""Hannibal\"" Smith""]",4,9,719,frontier_empty,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/010_2hop__61143_165532
11,2hop__511296_2684,What was the name of the law passed by the actor from Terminator?,"""Donda West Law""",,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Terminator (character)"", ""Memorial Day"", ""In the Name of the Law (1932 film)"", ""Housing and Community Development Act of 1974"", ""Mawson Peninsula"", ""Wayne Newton"", ""French Constitutional Law of 1940"", ""Pass laws"", ""Kanye West"", ""Whistle Pass"", ""Dubai International Airport"", ""Minotaur Pass"", ""Intolerable Acts"", ""Indira Gandhi International Airport""]","[""Kanye West"", ""Terminator (character)""]",7,14,1147,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/011_2hop__511296_2684
12,2hop__66167_72467,Where did the player who scored the most points in a NBA season go in the NBA Draft?,Seattle SuperSonics,second overall in the 2007 NBA draft,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""List of National Basketball Association annual scoring leaders"", ""Wardell Jackson"", ""Albert Burditt"", ""Frank Kudelka"", ""1950 NBA draft"", ""Jeryl Sasser"", ""1955 NBA draft"", ""2007 NBA draft"", ""NBA high school draftees"", ""Donatas Motiejūnas"", ""Matt Barnes"", ""Jim Farmer"", ""Kenny Satterfield"", ""James Bailey (basketball)"", ""James Young (basketball)"", ""2017–18 NBA season"", ""Cedric Henderson (basketball, born 1965)""]","[""List of National Basketball Association annual scoring leaders"", ""2007 NBA draft""]",8,12,1059,final_rerank_reserve,Rutgers University,0.8111347362099366,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/012_2hop__66167_72467
13,2hop__24976_25002,how long lasting was the pact between Kravchuk and the person organizers wanted to arrest?,10-year,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Molotov–Ribbentrop Pact"", ""Dissolution of the Soviet Union"", ""Umayyad Caliphate"", ""Central Intelligence Agency"", ""Warsaw Pact"", ""Just Say No"", ""Dwight D. Eisenhower"", ""Mark Hobson""]","[""Dissolution of the Soviet Union""]",3,8,1065,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/013_2hop__24976_25002
14,2hop__719184_55227,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Here Comes the Boom"", ""Boom Boom (John Lee Hooker song)"", ""Shakalaka Boom Boom"", ""Top Hat"", ""Krush Groove"", ""Grown Ups (film)"", ""One Girl's Confession"", ""Nanny McPhee and the Big Bang"", ""Sau Crore""]","[""Grown Ups (film)"", ""Here Comes the Boom""]",3,8,1055,final_rerank_reserve,Kevin James. It,0.9583245893994327,intermediate_answer,state,state_1,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/014_2hop__719184_55227
15,3hop1__617062_127905_46894,Who has the lowest batting average in the league that Jim Wilson's team plays for?,Bill Bergen,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Batting average"", ""West Dallas Kings"", ""FA Cup"", ""Cleveland Browns"", ""Jim Wilson (first baseman)"", ""Al Michaels (American football)"", ""Cleveland Indians"", ""Loren Babe"", ""Johnson Fry"", ""2017–18 FA Cup""]","[""Batting average"", ""Cleveland Indians"", ""Jim Wilson (first baseman)""]",3,8,1104,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random30_seed520_20260619_012509/runs/015_3hop1__617062_127905_46894
