index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
0,0,"Which playwright lived a longer life, Edward Albee or J. M. Barrie?",Edward Franklin Albee III,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,12,1130,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/000_0
1,1,"What Division was the college footbal team that fired their head coach on November 24, 2006?",NCAA Division I FBS football,NCAA Division I FBS,0,1,0.888889,0.888889,0.857143,0.888889,0.778801,0.778801,0.778801,0.778801,0.816327,0,4,8,1059,final_synthesis_reserve,NCAA Division I FBS,0.8906370865104889,expansion_candidate,state,state_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/001_1
2,2,At which university did the notable psychoanalyst associated with the University of Chicago serve most of his career as a professor of psychiatry?,University of New York Upstate,University of Chicago,0,0,0.5,0.5,0.333333,0.5,0.342278,0.256709,0.0,0.0,0.416667,0,5,11,946,final_synthesis_reserve,,0.0,,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/002_2
3,3,"Which film was created more recently, Koyaanisqatsi or Mad Hot Ballroom?",Mad Hot Ballroom,Koyaanisqatsi,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,10,1097,final_synthesis_reserve,Koyaanisqatsi,0.9603834130815155,grounded,state,state_2,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/003_3
4,4,"Which WWE wrestler who performs on the Smackdown brand has his initials as part of the team ""Rated-RKO",Randy Orton,Edge,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,9,943,final_synthesis_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/004_4
5,5,"Who holds the world record for jumping over 6 buses and appeared on the British television series ""The Jump""?","Eddie ""The Eagle"" Edwards",,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,11,1051,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/005_5
6,6,"A wide receiver for the Toronto Argonauts played college football for a team that represents the University of Oklahoma, which belongs to what conference?",Big 12 Conference,Big 12 Conference,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,5,10,628,frontier_empty,Big 12 Conference,0.8575012151713184,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/006_6
7,7,What is the name of Bruce Willis's character in Unbreakable?,David Dunn,David Dunn,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1,3,70,llm_stop_with_root_memory,David Dunn,0.9207203286383675,memory,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/007_7
8,8,"Signed with Maybach Music Group in 2011, which artist was featured as a guest in Fire of Zamani?",Wale,Meek Mill,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,7,953,final_synthesis_reserve,Meek Mill,0.8152006809577691,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/008_8
9,9,"What album did John Lennon release before the one that contained the song ""How?""",John Lennon/Plastic Ono Band,Imagine,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,10,961,final_synthesis_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/009_9
10,10,Arbie Orenstein is known as a scholar on the life of what composer internationally regarded as France's greatest living composer?,Maurice Ravel,Maurice Ravel,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,8,14,1071,frontier_empty,Maurice Ravel,1.0,final_synthesis,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/010_10
11,11,Which division did people from the division Major General Robert Walker Grow commanded originally come from?,2nd Armored Division,2nd Armored Division,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,8,14,1184,frontier_empty,2nd Armored Division,0.793862688508753,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/011_11
12,12,"What school did the team, whose only sophomore starter went on to play eleven seasons with the Atlanta Falcons, represent in the 1963 college football season?",University of Texas at Austin,University of Texas at Austin,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,5,704,llm_stop_with_root_memory,University of Texas at Austin,0.9179230637538129,memory,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/012_12
13,13,"Who had more of their English novels turned into Oscar-nominated films, Raja Rao or Pat Conroy?","Two of his novels, ""The Prince of Tides"" and ""The Great Santini"", were made into Oscar-nominated films.",Raja Rao,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,10,1028,final_synthesis_reserve,Raja Rao,0.8735999968173109,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/013_13
14,14,The star in a 1953 epic Metro-Goldwyn-Mayer film adaption of the play by Shakespeare had what occupation?,"American actor, film director and political activist",actor,0,1,0.25,0.25,0.0,0.25,0.002479,0.0,0.0,0.0,0.15625,0,2,8,910,final_synthesis_reserve,actor,0.8412678906141459,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260512_072623/runs/014_14
