index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
0,0,The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature?,Nebo Zovyot,Nebo Zovyot,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,6,9,891,final_synthesis_reserve,Nebo Zovyot,1.0,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/000_0
1,1,Which post DC Extended Universe actress will also play a role in what is intended to be the fifth installment of the DC Extended Universe?,Gal Gadot,Gal Gadot,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,6,10,980,final_synthesis_reserve,Justice League (film),0.923842181519949,grounded,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/001_1
2,2,Ernest Foot was the best friend of the fighter pilot who had how many victories?,44,44,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,4,7,532,frontier_empty,44,0.8185345665908993,expansion_candidate,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/002_2
3,3,In what city can a person find both the Nusretiye Clock Tower and the Eski Imaret Mosque be found?,"Istanbul, Turkey",Istanbul,0,1,0.666667,0.666667,0.0,0.666667,0.367879,0.0,0.0,0.0,0.526316,0,7,13,891,high_confidence_root_memory,Istanbul,0.8967387413048568,final_synthesis,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/003_3
4,4,"What was the name of the fanzine that interviewed the Sex Pistols bassist when he was in the band ""The Flowers of Romance?""",SKUM,Sniffin’ Glue,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,8,869,final_synthesis_reserve,Sniffin’ Glue,0.16880000000000003,closed_book_initial,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/004_4
5,5,"Which case was decided first, Selle v. Gibb or Reynolds v. Sims?",1964,1964,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,7,12,975,final_synthesis_reserve,1964,0.8600661068157072,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/005_5
6,6,"What South Korean actor was a member of the pop duo TVXQ and stared in Heading to the Ground, a 2009 MBC television series?",Jung Yun-ho,Yunho,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,6,319,frontier_empty,Yunho,0.8114055990127531,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/006_6
7,7,What type of movie are Wishing Stairs and Voice?,South Korean horror film,horror,0,1,0.4,0.4,0.0,0.4,0.049787,0.0,0.0,0.0,0.27027,0,5,12,948,frontier_empty,horror,0.9362690270365366,final_synthesis,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/007_7
8,8,"Which cast member of Alice Upside Down also stars in the ABC Family/Freeform drama ""Switched at Birth?""",Lucas Stephen Grabeel,Alyson Stoner,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,11,926,final_synthesis_reserve,Katie Leclerc,0.16880000000000003,closed_book_initial,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/008_8
9,9,Ambrose Mendy has managed and/or advised a British professional boxer that as of July 2017 is ranked the world's seventh best super middleweight by who?,"""The Ring"" magazine",The Ring,0,1,0.666667,0.666667,0.0,0.666667,0.367879,0.0,0.0,0.0,0.526316,0,6,12,1008,final_synthesis_reserve,The Ring,0.8083106218834326,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/009_9
10,10,What book provided the foundation for Masters and Johnson's research team?,Patterns of Sexual Behavior,Patterns of Sexual Behavior,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,3,73,llm_stop_with_root_memory,Patterns of Sexual Behavior,0.92105933115491,grounded,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/010_10
11,11,Hate Them is the ninth album by a band likened to who?,Motörhead,Bathory and Celtic Frost,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,13,1001,final_synthesis_reserve,Black Flag,0.16880000000000003,closed_book_initial,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/011_11
12,12,Anthony Avent played basketball fo a High School that is located in a city approcimately 8 mi west of where?,lower Manhattan,Chester,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,11,916,final_synthesis_reserve,Atlanta,0.16880000000000003,closed_book_initial,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/012_12
13,13,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,Lord Chancellor of England,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,9,14,886,final_synthesis_reserve,Lord Chancellor of England,0.8420531236254458,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/013_13
14,14,"With whom did this American singer, songwriter and record producer, who contributed to the single ""Marvin Gaye"" with Julie Frost, co-produced and performed the 2015 song for a movie soundtrack?",Wiz Khalifa,Wiz Khalifa,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,2,8,983,anytime_token_guard,Wiz Khalifa,0.9664028860567666,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/014_14
15,15,The American Sweetgum is the hostplant of what kind of bug?,moth,Phyllocnistis liquidambarisella,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,13,1027,final_synthesis_reserve,Phyllocnistis liquidambarisella,0.9534513290613271,final_synthesis,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/015_15
16,16,At which university did the notable psychoanalyst associated with the University of Chicago serve most of his career as a professor of psychiatry?,University of New York Upstate,State University of New York Upstate Medical University,0,1,0.769231,0.769231,0.727273,0.769231,0.625,0.571429,0.5,0.4,0.943396,0,6,12,928,final_synthesis_reserve,State University of New York Upstate Medical University,0.7253818549535171,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/016_16
17,17,Which North American tribe inhabited the banks of the Winnipesaukee River and were also known as the Pawtucket people?,the Pennacook people,Pennacook people,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,6,14,935,final_synthesis_reserve,Pennacook,0.16880000000000003,closed_book_initial,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/017_17
18,18,Which part of Scotland is this institute found where Alice König is a lecturer in Latin and Classical Studies?,"St Andrews, Fife, Scotland",Fife,0,1,0.4,0.4,0.0,0.4,0.049787,0.0,0.0,0.0,0.27027,0,6,12,709,frontier_empty,Fife,0.8717118526108977,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/018_18
19,19,What is Rachelle Amy Beinart's role in the film that follows a group of rebels on a mission?,stunt performances,Rachelle Beinart,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,9,939,final_synthesis_reserve,Rachelle Beinart,0.8544754058686278,grounded,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/019_19
20,20,"Although a dependent territory remains politically outside of the controlling state's integral area, what else can it contain?",the flags,"a degree of self-governance, or autonomy, from an external authority",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,13,1043,final_synthesis_reserve,"a degree of self-governance, or autonomy, from an external authority",0.9304109768542913,final_synthesis,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/020_20
21,21,Were Illinois Institute of Technology and Boise State University both bounded before 1950?,yes,Yes,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,6,12,941,final_synthesis_reserve,No,0.16880000000000003,closed_book_initial,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/021_21
22,22,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,Albanian political party in Montenegro,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,14,697,frontier_empty,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/022_22
23,23,Casey Jr. Splash 'n' Soak Station is an attraction in a city located in which county ?,Orange County,Orange County,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,7,13,757,frontier_empty,Orange County,0.8349307301817087,expansion_candidate,state,state_5,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/023_23
24,24,The History of Ranching is a mural that was originally located at an American brewery that in 1999 began trasfering its production to who?,Miller Brewing,Miller Brewing,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,11,17,927,final_synthesis_reserve,Miller Brewing,0.9449521256198888,final_synthesis,memory,memory_mem_11,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/024_24
25,25,Are both Disney Magazine and The Ring still in publication?,no,No,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,6,13,907,final_synthesis_reserve,No,0.9997999836038763,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/025_25
26,26,Who directed the 1941 film based on the novel of the same name by Zane Grey starring an actor who was also an artist and stuntman?,James Tinling,James Tinling,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1,6,847,llm_stop_with_root_memory,Hamilton McFadden,1.0,grounded,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/026_26
27,27,Were Halldór Laxness and Timothy Leary from the same country?,no,No,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,4,8,569,high_confidence_root_memory,No,0.9048617347576201,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/027_27
28,28,Altnahinch is located in a county that has a population density of how many per square mile?,526,526,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,9,15,963,frontier_empty,526,0.9285484312266484,final_synthesis,state,state_4,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/028_28
29,29,Who was a more acclaimed guitarist Stephen Christian or Joe Gooch?,and lead guitarist,Joe Gooch,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,7,882,final_synthesis_reserve,Joe Gooch,0.9596690530465118,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/029_29
30,30,What is the population of the city in which the first edition of the South American Youth Olympic Games were held?,more than 10 million,10 million,0,1,0.666667,0.666667,0.5,0.666667,0.367879,0.367879,0.0,0.0,0.526316,0,8,13,720,frontier_empty,10 million,0.8630310711093477,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random300_seed20260504_20260504_162606/runs/030_30
