index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
0,0,Where did the descendants of the group of black Indians associated with the Seminole people settle?,"Coahuila, Mexico","Florida, Oklahoma, and Coahuila, Mexico",0,1,0.571429,0.571429,0.4,0.571429,0.4,0.25,0.0,0.0,0.869565,0,5,12,948,final_synthesis_reserve,"Florida, Oklahoma, and Coahuila, Mexico",0.8735999999999999,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/000_0
1,1,"When was the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush"" was based born?",7 January 1936,7 January 1936,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,3,6,482,frontier_empty,7 January 1936,0.8359095597563881,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/001_1
2,2,The author of The Thing of It Is... is what Nationality?,American,American,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,3,6,574,frontier_empty,American,0.8667577856136275,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/002_2
3,3,How many days did it take the Best New Artist of 2009 to sell 2 million copies of an album in the UK and break a twenty year old record?,29,42,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,9,1104,final_synthesis_reserve,,0.0,,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/003_3
4,4,The actor who appeared on Charlotte's Shorts and Weeds was born in what year?,1966,1966,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,4,7,620,frontier_empty,1966,0.8378275031893204,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/004_4
5,5,What kind of musicians are Mark Gaudet and Jan Axel Blomberg?,drummer,drummer,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,5,11,896,final_synthesis_reserve,drummer,0.9241227684307854,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/005_5
6,6,Which novelist wrote under the pen name Walter Ericson: Laura Esquivel or Howard Fast?,Howard Melvin Fast,Howard Fast,0,1,0.8,0.8,0.0,0.8,0.606531,0.0,0.0,0.0,0.689655,0,3,6,470,llm_stop_with_root_memory,Howard Fast,0.8625465548040443,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/006_6
7,7,what did the second largest city by population in vietnam also serve as in the first indochina war?,Viet Minh's base,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,12,1107,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/007_7
8,8,How many venues was in the complex at which Night of Joy was held?,9 venues,9 venues,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,8,13,1086,final_synthesis_reserve,9,0.9151358861693972,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/008_8
9,9,"Which character did Tamzin Outhwaite play first: Connie (on ""Inside No. 9"") or Melanie Owen (""EastEnders"")?",Melanie Owen,Melanie Owen,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,4,10,876,high_confidence_root_memory,Melanie Owen,0.898667917965997,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/009_9
10,10,Double Jeopardy is a 1999 film starring an American political activist best known for an ongoing acting career spanning how long?,more than two decades,more than two decades,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4,8,714,frontier_empty,more than two decades,0.7592030733942207,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/010_10
11,11,"Which former American football player had a part in the movie ""Gamer?""",Terry Crews,Mark Neveldine,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,11,1030,final_synthesis_reserve,Gamer,0.8844029340206,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/011_11
12,12,Do the genuses Catopsis and Crataegus belong to the same family?,no,No,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,8,12,1101,final_synthesis_reserve,,0.0,,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/012_12
13,13,Which civilization instigated a war with Rome and significantly influenced the Latin language?,the Etruscan civilization,Etruscan,0,1,0.666667,0.666667,0.0,0.666667,0.367879,0.0,0.0,0.0,0.526316,0,3,7,497,llm_stop_with_root_memory,Etruscan,1.0,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/013_13
14,14,"Kiskiack is a building that still stands at what York County, Virginia naval base?",Naval Weapons Station Yorktown,Naval Weapons Station Yorktown,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,3,76,llm_stop_with_root_memory,Naval Weapons Station Yorktown,0.9485488974697881,memory,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/014_14
15,15,What Brooklyn-based rapper has worked with both Rafeal Casal and Mos Def?,Talib Kweli,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,11,1109,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/015_15
16,16,What's the common ingredient to a Gimlet and Pink Gin?,Plymouth Gin,gin,0,1,0.666667,0.666667,0.0,0.666667,0.367879,0.0,0.0,0.0,0.526316,0,7,13,1040,final_synthesis_reserve,gin,0.9325161963724883,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/016_16
17,17,"Which board game, Attack! or Can't Stop, was published first?",Can't Stop,Can't Stop,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,10,11,1101,final_synthesis_reserve,Can't Stop,0.9109039206448144,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed22604_20260511_110447/runs/017_17
