index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,retrieved_titles,gold_titles,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
0,2hop__496961_554601,What's the place of birth of the former member of The Sunnyboys?,Kingscliff,"Kingscliff, New South Wales",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,"[""Sunnyboys"", ""Jeremy Oxley"", ""Birth certificate"", ""La Rosiere de Pessac"", ""Natural-born-citizen clause"", ""A Prisoner of Birth"", ""Female reproductive system"", ""2018 Illinois gubernatorial election""]","[""Sunnyboys"", ""Jeremy Oxley""]",2,4,329,llm_stop_with_root_memory,"Kingscliff, New South Wales",0.8541885092243013,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260609_125843/runs/000_2hop__496961_554601
1,2hop__29368_29376,What event caused the founder of Australia's liberal party to become Prime Minister?,Lyons' death in 1939,Defeating the Labor government of Ben Chifley in 1949,0,0,0.166667,0.166667,0.0,0.166667,0.125,0.0,0.0,0.0,0.227273,1,"[""Liberal Party of Australia"", ""Barton Government"", ""History of Australia"", ""Prime Minister of Canada"", ""Jean Pelletier"", ""Second Filat Cabinet"", ""Australia in the Korean War"", ""Lyons Government"", ""Hung parliament"", ""People's Congress Party"", ""Lyle Vanclief"", ""Amama Mbabazi"", ""David Lloyd George""]","[""Liberal Party of Australia""]",3,6,625,llm_stop_with_root_memory,Defeating the Labor government of Ben Chifley in 1949,0.7353999999999999,path_terminal,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260609_125843/runs/001_2hop__29368_29376
2,2hop__16581_16525,When did the person who first brought a postal service into Umayyad lands become caliph?,661,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Punjab, Pakistan"", ""Umayyad Caliphate"", ""Postage stamps and postal history of India"", ""Mu'awiya ibn Hisham"", ""Portugal"", ""Dome of the Rock""]","[""Umayyad Caliphate""]",8,15,1166,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260609_125843/runs/002_2hop__16581_16525
3,2hop__88906_55840,"In the King's Speech, who played the person who was the King of England in 1950?",Colin Firth,Colin Firth,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""The King's Speech"", ""Lascelles Principles"", ""Dwight King"", ""Richard of Shrewsbury, Duke of York"", ""List of English monarchs"", ""Gunhilde"", ""Civil disobedience"", ""Goi of Baekje"", ""Poor People's Campaign"", ""George VI"", ""August Rush"", ""King James Version"", ""Raymond Márquez"", ""Sacramento Kings"", ""Taylor King"", ""Oriel College, Oxford"", ""Æthelflæd of Damerham"", ""Edward II (play)""]","[""The King's Speech"", ""George VI""]",5,10,805,high_confidence_root_memory,Colin Firth,0.7654,path_terminal,memory,memory_mem_8,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260609_125843/runs/003_2hop__88906_55840
4,2hop__10122_18974,Who led the military expedition to where now Min dialects are spoken on border with Zhejiang?,Chen Zheng,Chen Zheng,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Zhejiang"", ""Hokkien"", ""Normans"", ""Punjab, Pakistan"", ""Armenians"", ""Somalis"", ""Catalan language"", ""Dialect"", ""Greece""]","[""Hokkien"", ""Zhejiang""]",4,8,726,llm_stop_with_root_memory,Chen Zheng,0.7654,expansion_candidate,memory,memory_mem_7,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260609_125843/runs/004_2hop__10122_18974
5,2hop__16844_20510,When was the entity that was dissolved after the Indian Rebellion in 1857 chartered?,1600,1600,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,"[""Article 370 of the Constitution of India"", ""Queen Victoria"", ""British Raj"", ""Modern history"", ""Bahadur Shah Zafar"", ""British Empire"", ""East India Company"", ""William Stephen Raikes Hodson"", ""Jamsetji Tata"", ""Vaikom Padmanabha Pillai"", ""List of governors-general of India"", ""Fort Ruhya""]","[""British Empire"", ""Queen Victoria""]",2,4,308,llm_stop_with_root_memory,1600,0.8561798411830945,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260609_125843/runs/005_2hop__16844_20510
6,2hop__61664_786853,Who is the spouse of the voice actor of Batman in The Lego Batman Movie?,Amy Poehler,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Will Friedle"", ""The Lego Batman Movie"", ""The Lego Movie (franchise)"", ""Two-Face"", ""On Broadway (film)"", ""Damian Wayne"", ""Joe Chill""]","[""On Broadway (film)"", ""The Lego Batman Movie""]",8,15,1224,frontier_empty,Will Friedle,0.6803417191840997,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260609_125843/runs/006_2hop__61664_786853
7,2hop__151705_141308,What company is I Dig Love's record label a part of?,Apple Corps,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""I Dig Love"", ""Barbara Pittman"", ""For Someone I Love"", ""Sound of Love"", ""Love Sign"", ""Visions of Love"", ""Rebelle Records"", ""Dig This!"", ""Nothing Records"", ""Sony Music"", ""Cargo Records (UK)"", ""Equator Records (Canada)""]","[""I Dig Love"", ""Apple Records""]",8,14,1183,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260609_125843/runs/007_2hop__151705_141308
8,2hop__424908_500483,"What shares a border with the administrative district where Bieliny, Świętokrzyskie Voivodeship is the capital?",Gmina Daleszyce,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Bieliny, Świętokrzyskie Voivodeship"", ""Cisów-Orłowiny Landscape Park"", ""Wilczyce, Świętokrzyskie Voivodeship"", ""Wojciechowice, Opatów County"", ""Gmina Łubnice, Świętokrzyskie Voivodeship"", ""Gmina Waśniów"", ""Trzemoszna"", ""Łabędziów"", ""Beszyce"", ""Brzechów"", ""Obice"", ""Pierzchnianka""]","[""Cisów-Orłowiny Landscape Park"", ""Bieliny, Świętokrzyskie Voivodeship""]",6,11,1129,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260609_125843/runs/008_2hop__424908_500483
9,2hop__83800_747874,Who's the sibling of the player who won the men's wimbledon championship 2016?,Jamie Murray,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Raatbek Sanatbayev"", ""1999 Wimbledon Championships – Men's Singles"", ""Storvreta IBK"", ""2017 Wimbledon Championships – Men's Singles"", ""1980 Wimbledon Championships – Men's singles final"", ""Roger Federer""]","[""2011 Valencia Open 500 – Doubles"", ""2016 Wimbledon Championships""]",5,11,946,frontier_empty,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260609_125843/runs/009_2hop__83800_747874
