index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,retrieved_titles,gold_titles,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
0,2hop__496961_554601,What's the place of birth of the former member of The Sunnyboys?,Kingscliff,"Kingscliff, New South Wales",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,"[""Sunnyboys"", ""Census of Quirinius"", ""Star Trek: Birth of the Federation"", ""Female reproductive system"", ""Jeremy Oxley"", ""Birth certificate"", ""Fundamental Rights, Directive Principles and Fundamental Duties of India"", ""La Rosiere de Pessac"", ""A Prisoner of Birth"", ""2018 Illinois gubernatorial election"", ""Natural-born-citizen clause"", ""La naissance d'Osiris""]","[""Sunnyboys"", ""Jeremy Oxley""]",9,14,1055,final_rerank_reserve,"Kingscliff, New South Wales",0.8450498555363692,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260701_153236/runs/000_2hop__496961_554601
1,2hop__29368_29376,What event caused the founder of Australia's liberal party to become Prime Minister?,Lyons' death in 1939,Defeating the Labor government of Ben Chifley in 1949,0,0,0.166667,0.166667,0.0,0.166667,0.125,0.0,0.0,0.0,0.227273,1,"[""Barton Government"", ""History of Australia"", ""Liberal Party of Australia"", ""Second Filat Cabinet"", ""Jean Pelletier"", ""Australia in the Korean War"", ""David Lloyd George"", ""Amama Mbabazi"", ""Prime Minister of Canada"", ""Lyons Government"", ""Hung parliament"", ""People's Congress Party"", ""Lyle Vanclief"", ""Prime minister""]","[""Liberal Party of Australia""]",7,13,1123,final_rerank_reserve,Defeating the Labor government of Ben Chifley in 1949,0.7418,path_terminal,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260701_153236/runs/001_2hop__29368_29376
2,2hop__77601_814677,What pantheon is the God of the underworld in ancient Egypt a part of?,ancient Egyptian religion,ancient Egyptian pantheon,0,0,0.666667,0.666667,0.5,0.666667,0.666667,0.5,0.0,0.0,0.666667,1,"[""Book of Exodus"", ""Statue of Liberty"", ""The Exodus"", ""Mark Lehner"", ""History of medicine"", ""Ramose and the Tomb Robbers"", ""Temple of Kom Ombo"", ""Hapi (Son of Horus)"", ""Osiris"", ""Greek mythology""]","[""Hapi (Son of Horus)"", ""Osiris""]",6,13,998,frontier_empty,,0.0,,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260701_153236/runs/002_2hop__77601_814677
3,2hop__92051_827343,Who is the sibling of the actress who played Susan Walker in Miracle on 34th street?,Lana Wood,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Mara Wilson"", ""James Remar"", ""Miracle on 34th Street"", ""Bit part"", ""Mr. Noodle"", ""Chickasaw, Louisville"", ""Susan Banks"", ""Tora Suber""]","[""Five Finger Exercise"", ""Miracle on 34th Street""]",6,12,886,frontier_empty,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260701_153236/runs/003_2hop__92051_827343
4,2hop__16581_16525,When did the person who first brought a postal service into Umayyad lands become caliph?,661,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Punjab, Pakistan"", ""Umayyad Caliphate"", ""Mu'awiya ibn Hisham"", ""Portugal""]","[""Umayyad Caliphate""]",8,14,1143,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260701_153236/runs/004_2hop__16581_16525
5,2hop__88906_55840,"In the King's Speech, who played the person who was the King of England in 1950?",Colin Firth,Colin Firth,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""The King's Speech"", ""List of English monarchs"", ""Lascelles Principles"", ""Richard of Shrewsbury, Duke of York"", ""Gunhilde"", ""King James Version"", ""Civil disobedience"", ""Poor People's Campaign"", ""George VI"", ""Oriel College, Oxford"", ""Raymond Márquez"", ""Sacramento Kings"", ""Taylor King"", ""Dwight King"", ""Æthelflæd of Damerham"", ""Edward II (play)""]","[""The King's Speech"", ""George VI""]",8,14,1086,final_rerank_reserve,Colin Firth,0.8252941142510063,expansion_candidate,memory,memory_mem_10,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260701_153236/runs/005_2hop__88906_55840
6,2hop__555792_30351,Who did Hayek work for upon being hired by the author of Omnipotent Government?,the Austrian government,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Friedrich Hayek"", ""Omnipotent Government"", ""Jean de La Hire"", ""Nicholas Eftimiades"", ""Karl Popper"", ""Affirmative action in the United States""]","[""Omnipotent Government"", ""Friedrich Hayek""]",8,13,1166,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260701_153236/runs/006_2hop__555792_30351
7,2hop__10122_18974,Who led the military expedition to where now Min dialects are spoken on border with Zhejiang?,Chen Zheng,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Zhejiang"", ""Hokkien"", ""Punjab, Pakistan"", ""Normans"", ""Greece"", ""Chukotkan languages"", ""Endegagn"", ""Dialect"", ""Old English""]","[""Hokkien"", ""Zhejiang""]",7,12,1136,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260701_153236/runs/007_2hop__10122_18974
8,2hop__326404_120065,When did Charles Frederick II's birthplace fall?,1738,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Frederick Charles Adler"", ""Anna of Hohenstaufen"", ""Maximilian von Alopaeus"", ""Kingdom of Naples"", ""Charles Frederick II, Duke of Württemberg-Oels"", ""Electorate of Baden"", ""Henry Frederick of Württemberg-Winnental"", ""Princess Margaret of Prussia"", ""Prince Louis Charles of Prussia"", ""Andronikos V Palaiologos"", ""List of That '70s Show characters"", ""Darwinius"", ""Merseburg"", ""Sixth Crusade""]","[""Merseburg"", ""Charles Frederick II, Duke of Württemberg-Oels""]",8,14,1147,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260701_153236/runs/008_2hop__326404_120065
9,2hop__16844_20510,When was the entity that was dissolved after the Indian Rebellion in 1857 chartered?,1600,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""British Raj"", ""Queen Victoria"", ""Bahadur Shah Zafar"", ""History of India"", ""List of governors-general of India"", ""Modern history"", ""British Empire""]","[""British Empire"", ""Queen Victoria""]",3,7,627,frontier_empty,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260701_153236/runs/009_2hop__16844_20510
