index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
0,0,"Which playwright lived a longer life, Edward Albee or J. M. Barrie?",Edward Franklin Albee III,Edward Albee,0,0,0.666667,0.666667,0.0,0.666667,0.367879,0.0,0.0,0.0,0.526316,0,5,9,870,final_synthesis_reserve,Edward Albee,0.8735999999999999,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/000_0
1,1,"What Division was the college footbal team that fired their head coach on November 24, 2006?",NCAA Division I FBS football,NCAA Division I FBS,0,1,0.888889,0.888889,0.857143,0.888889,0.778801,0.778801,0.778801,0.778801,0.816327,0,5,9,1091,final_synthesis_reserve,NCAA Division I FBS,0.8906370865104889,expansion_candidate,state,state_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/001_1
2,2,At which university did the notable psychoanalyst associated with the University of Chicago serve most of his career as a professor of psychiatry?,University of New York Upstate,University of Chicago,0,0,0.5,0.5,0.333333,0.5,0.342278,0.256709,0.0,0.0,0.416667,0,5,11,914,final_synthesis_reserve,,0.0,,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/002_2
3,3,"Which film was created more recently, Koyaanisqatsi or Mad Hot Ballroom?",Mad Hot Ballroom,Koyaanisqatsi,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,291,llm_stop_with_root_memory,Yvonne Marceau,0.8735999937541393,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/003_3
4,4,"Which WWE wrestler who performs on the Smackdown brand has his initials as part of the team ""Rated-RKO",Randy Orton,Edge,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,10,1126,final_synthesis_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/004_4
5,5,"Who holds the world record for jumping over 6 buses and appeared on the British television series ""The Jump""?","Eddie ""The Eagle"" Edwards",,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,12,1085,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/005_5
6,6,"A wide receiver for the Toronto Argonauts played college football for a team that represents the University of Oklahoma, which belongs to what conference?",Big 12 Conference,Big 12 Conference,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,4,7,559,frontier_empty,Big 12 Conference,0.7701814311749601,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/006_6
7,7,What is the name of Bruce Willis's character in Unbreakable?,David Dunn,David Dunn,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1,3,70,llm_stop_with_root_memory,David Dunn,0.9223570881097006,memory,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/007_7
8,8,"Signed with Maybach Music Group in 2011, which artist was featured as a guest in Fire of Zamani?",Wale,Ice Prince,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,10,987,final_synthesis_reserve,Ice Prince,0.9162252186911307,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/008_8
9,9,"What album did John Lennon release before the one that contained the song ""How?""",John Lennon/Plastic Ono Band,Imagine,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,10,915,final_synthesis_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/009_9
10,10,Arbie Orenstein is known as a scholar on the life of what composer internationally regarded as France's greatest living composer?,Maurice Ravel,Maurice Ravel,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,8,15,1044,frontier_empty,Maurice Ravel,1.0,final_synthesis,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/010_10
11,11,Which division did people from the division Major General Robert Walker Grow commanded originally come from?,2nd Armored Division,2nd Armored Division,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,8,12,1043,final_synthesis_reserve,,0.0,,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/011_11
12,12,"What school did the team, whose only sophomore starter went on to play eleven seasons with the Atlanta Falcons, represent in the 1963 college football season?",University of Texas at Austin,University of Texas at Austin,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,5,704,llm_stop_with_root_memory,University of Texas at Austin,0.9188895538540405,memory,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/012_12
13,13,"Who had more of their English novels turned into Oscar-nominated films, Raja Rao or Pat Conroy?","Two of his novels, ""The Prince of Tides"" and ""The Great Santini"", were made into Oscar-nominated films.",Pat Conroy,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,10,1025,final_synthesis_reserve,Raja Rao,0.8735999968173109,final_synthesis,memory,memory_mem_8,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/013_13
14,14,The star in a 1953 epic Metro-Goldwyn-Mayer film adaption of the play by Shakespeare had what occupation?,"American actor, film director and political activist",actor,0,1,0.25,0.25,0.0,0.25,0.002479,0.0,0.0,0.0,0.15625,0,2,8,910,final_synthesis_reserve,actor,0.8413159692520958,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/014_14
15,15,One of the directors of Mediastan is well-known for founding what organisation in 2006?,WikiLeaks,Johannes Wahlstr,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,8,967,final_synthesis_reserve,Johannes Wahlstr,0.8825673899883089,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/015_15
16,16,"Who won Miss America 2013, which was the 86th Miss America pageant held at the PH Live in Las Vegas?",Mallory Hytes Hagan,Mallory Hagan,0,1,0.8,0.8,0.0,0.8,0.606531,0.0,0.0,0.0,0.689655,0,1,3,75,llm_stop_with_root_memory,Mallory Hagan,0.9423181802402778,memory,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed226504_20260511_154546/runs/016_16
