index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
0,0,"When was the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush"" was based born?",7 January 1936,7 January 1936,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,3,6,482,frontier_empty,7 January 1936,0.8678712134037989,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/000_0
1,1,Which of the movie which has Rich Lee 3-D previsualizations was directed by Francis Lawrence?,Constantine,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,8,914,final_synthesis_reserve,,0.0,,state,state_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/001_1
2,2,"The album ""The Best of LeAnn Rimes"" contained a song used as the theme song for a film. What is the name of the film?",Coyote Ugly,Can't Fight the Moonlight,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,6,542,frontier_empty,Can't Fight the Moonlight,0.8952783788875283,grounded,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/002_2
3,3,The song Arizona was recorded by Paul Revere and Mark Lindsay but who wrote the song?,Kenny Young,Kenny Young,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,2,4,157,llm_stop_with_root_memory,Kenny Young,0.9673262386888168,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/003_3
4,4,The History of Ranching is a mural that was originally located at an American brewery that in 1999 began trasfering its production to who?,Miller Brewing,Miller Brewing,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,3,7,538,llm_stop_with_root_memory,Miller Brewing,0.84,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/004_4
5,5,"Young Sheldon, the tv series that follows the character Sheldon Cooper at the age of 9, is a spin-off from what prequel?","""The Big Bang Theory""",The Big Bang Theory,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1,3,74,llm_stop_with_root_memory,The Big Bang Theory,0.9228756803246204,memory,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/005_5
6,6,What is another name for the LRA featured in A Brilliant Genocide?,United Holy Salvation Army and Uganda Christian Army/Movement,Lord's Resistance Movement,0,0,0.153846,0.153846,0.0,0.153846,0.071626,0.0,0.0,0.0,0.117647,0,2,4,253,llm_stop_with_root_memory,Lord's Resistance Movement,0.8828640326242551,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/006_6
7,7,What is the name of the 1999 film directed by Roman Polanski and starring his wife Emmanuelle Seigner that was a world-wide success but critically and commercially unsuccessful in North America?,The Ninth Gate,The Ninth Gate,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,4,5,511,frontier_empty,The Ninth Gate,0.918552967779822,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/007_7
8,8,What sport is played by both Justin Gimelstob and Angelique Kerber?,tennis,tennis,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,3,7,424,llm_stop_with_root_memory,tennis,1.0,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/008_8
9,9,"Which founder of Alcatraz East was born on March 31, 1956?",John Morgan,John Morgan,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,7,12,871,final_synthesis_reserve,John Morgan,0.8888170413240656,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/009_9
10,10,What was the code name of the campaign where Joe Foss received a Medal of Honor?,Operation Watchtower,Operation Watchtower,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,3,7,492,frontier_empty,Operation Watchtower,0.8419772064966538,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/010_10
11,11,"George H. W. Bush,  a resident of West Oaks Subdivision in Houston Texas, became what number President in 1989?",41st,41st,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,3,6,330,frontier_empty,41st,1.0,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/011_11
12,12,What type of writing did both Richard Harding Davis and Harry Stephen Keeler write?,fiction,mysteries and science fiction,0,1,0.4,0.4,0.0,0.4,0.25,0.0,0.0,0.0,0.769231,0,6,9,941,final_synthesis_reserve,,0.0,,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/012_12
13,13,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year?",1983,1983,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,8,13,849,frontier_empty,1983,0.8977355950242851,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/013_13
14,14,"The Nike Hoop Summit has had many current NBA players as former participants, including what German player from the Dallas Mavericks?",Dirk Werner Nowitzki,Dirk Nowitzki,0,1,0.8,0.8,0.0,0.8,0.606531,0.0,0.0,0.0,0.689655,0,2,4,282,llm_stop_with_root_memory,Dirk Nowitzki,0.9428113263457534,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/014_14
15,15,Who was the husband of the prominent Walton family member who died after John died in 2005?,Sam Walton,Sam Walton,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,6,13,1124,frontier_empty,Sam Walton,0.847962278575555,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/015_15
16,16,Larry Porter was formerly assistant head coach under what  American coach that served as head coach at Louisiana State University from 2005 to 2016,Les Miles,Les Miles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,2,5,384,llm_stop_with_root_memory,Les Miles,0.9481292179182876,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/016_16
17,17,"What band in the ""Art Wave"" scene is based in Glasgow?",Franz Ferdinand,Art Brut,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,5,305,llm_stop_with_root_memory,Art Brut,0.9482091784228108,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/017_17
18,18,What singer who was the seventh place finalist on the 7th season of American Idol first recorded the song Like My Mother Does,Kristy Lee Cook,Nathan Chapman,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,7,571,high_confidence_root_memory,Kristy Lee Cook,0.8399999997825691,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/018_18
19,19,"After joining Saturday Night Live in 2012, Cecily Strong played which character in the sketch ""What Up with That""?",Piper,Piper,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,4,174,llm_stop_with_root_memory,Piper,0.8999880664365895,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/019_19
20,20,Fred Mace played for which English football club in 1919?,Stalybridge Celtic Football Club,Stalybridge Celtic,0,1,0.666667,0.666667,0.5,0.666667,0.367879,0.367879,0.0,0.0,0.526316,0,2,4,176,llm_stop_with_root_memory,Stalybridge Celtic,0.9306770837160674,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/020_20
21,21,The organization that Nicolae Titulescu served two terms as president was founded on what date?,10 January 1920,10 January 1920,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,5,9,734,frontier_empty,1930,0.8669762843420055,expansion_candidate,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/021_21
22,22,"What is the nationality of the composer of the Opera ""Iphigénie en Aulide"" ?",Italian,German,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,10,889,final_synthesis_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/022_22
23,23,"What is the name of the physician who studied the cause of the 1854 Broad Street cholera outbreak in London, England?",John Snow,John Snow,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,2,4,130,frontier_empty,John Snow,0.9331173317972443,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/023_23
24,24,"Orson Welles made Filming the Trial, a making-of film of the production of The Trial, which was originally filmed where?",Europe,Europe,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,7,13,879,final_synthesis_reserve,Filming The Trial,0.6981265384597708,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/024_24
25,25,"Which occurred first, Phillips v. Martin Marietta Corp. or Roth v. United States?",Roth v. United States,United States,0,1,0.666667,0.666667,0.5,0.666667,0.367879,0.367879,0.0,0.0,0.526316,0,8,10,868,final_synthesis_reserve,United States,0.8606660693230653,expansion_candidate,state,state_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/025_25
26,26,The scunthorpe telegraph and the Grimsby Telegraph used to service Scunthorpe which is in what country?,England,England,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,4,193,llm_stop_with_root_memory,England,0.9328888012432808,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/026_26
27,27,Who was known for playing a fictionalized version of the wild politician who was the face of communist scare tact's in the early 1950's?,James Gregory,James Gregory,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,7,11,943,final_synthesis_reserve,James Gregory,0.7273125534298663,expansion_candidate,state,state_7,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/027_27
28,28,How large of the area is the nature reserve south of Seacroft Esplanade?,4.3 km2,4.3 km2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,3,8,595,frontier_empty,4.3 km²,0.9765384383324114,final_synthesis,state,state_3,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/028_28
29,29,What languages did the son of Sacagawea speak?,French and English,"French, English, German, Spanish, and Shoshone",0,0,0.666667,0.666667,0.0,0.444444,0.5,0.0,0.0,0.0,0.909091,0,4,10,952,final_synthesis_reserve,"French, English, German, Spanish, and Shoshone",0.8641172222909261,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/029_29
30,30,Spill.com gave their final review for a movie directed by who?,John Lee Hancock,John Lee Hancock,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,5,10,800,frontier_empty,John Lee Hancock,0.7015158974216944,expansion_candidate,state,state_4,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/030_30
31,31,Arundel Castle was damaged during a war between which two groups?,"Parliamentarians (""Roundheads"") and Royalists (""Cavaliers"")",Parliamentarians and Royalists,0,0,0.75,0.75,0.333333,0.75,0.513417,0.256709,0.0,0.0,0.625,0,6,13,995,final_synthesis_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/031_31
32,32,What kind of group does Takahiro Moriuchi and Doug Pinnick have in common?,band,rock band,0,1,0.666667,0.666667,0.0,0.666667,0.5,0.0,0.0,0.0,0.909091,0,5,11,930,final_synthesis_reserve,rock band,0.9584365404021983,final_synthesis,memory,memory_mem_8,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/032_32
33,33,Any Questions for Ben? was directed by which Australian producer and actor?,"Robert Ian ""Rob"" Sitch",Rob Sitch,0,1,0.666667,0.666667,0.5,0.666667,0.367879,0.367879,0.0,0.0,0.526316,0,2,3,227,llm_stop_with_root_memory,Rob Sitch,0.9529587264410502,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/033_33
34,34,Who was soldier Archie A. Peck's commanding officer during the Meuse-Argonne Offensive?,Major Charles White Whittlesey,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,9,959,final_synthesis_reserve,,0.0,,state,state_5,/workspace/TDCA/batch_outputs/hotpot_tdca_random50_seed202604_20260506_140524/runs/034_34
