index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,retrieved_titles,gold_titles,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
0,2hop__496961_554601,What's the place of birth of the former member of The Sunnyboys?,Kingscliff,"Kingscliff, New South Wales",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,"[""Sunnyboys"", ""Census of Quirinius"", ""Star Trek: Birth of the Federation"", ""Female reproductive system"", ""Jeremy Oxley"", ""Birth certificate"", ""La Rosiere de Pessac"", ""Fundamental Rights, Directive Principles and Fundamental Duties of India"", ""A Prisoner of Birth"", ""2018 Illinois gubernatorial election"", ""Natural-born-citizen clause"", ""La naissance d'Osiris""]","[""Sunnyboys"", ""Jeremy Oxley""]",8,14,1037,final_rerank_reserve,"Kingscliff, New South Wales",0.8451786077024814,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260706_154012/runs/000_2hop__496961_554601
1,2hop__29368_29376,What event caused the founder of Australia's liberal party to become Prime Minister?,Lyons' death in 1939,"Defeating the Labor government of Ben Chifley in 1949, in part over a Labor proposal to nationalise banks and following a crippling coal strike led by the Australian Communist Party",0,0,0.066667,0.066667,0.0,0.066667,0.038462,0.0,0.0,0.0,0.16129,1,"[""Barton Government"", ""History of Australia"", ""Liberal Party of Australia"", ""Second Filat Cabinet"", ""Jean Pelletier"", ""Amama Mbabazi"", ""David Lloyd George"", ""Lyons Government"", ""Hung parliament"", ""People's Congress Party"", ""Lyle Vanclief"", ""Australia in the Korean War"", ""Prime Minister of Canada"", ""Prime minister""]","[""Liberal Party of Australia""]",6,11,1051,final_rerank_reserve,"Defeating the Labor government of Ben Chifley in 1949, in part over a Labor proposal to nationalise banks and following a crippling coal strike led by the Australian Communist Party",0.7418,path_terminal,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260706_154012/runs/001_2hop__29368_29376
2,2hop__16581_16525,When did the person who first brought a postal service into Umayyad lands become caliph?,661,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Punjab, Pakistan"", ""Umayyad Caliphate"", ""Mu'awiya ibn Hisham"", ""Portugal""]","[""Umayyad Caliphate""]",6,13,1098,frontier_empty,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260706_154012/runs/002_2hop__16581_16525
3,2hop__88906_55840,"In the King's Speech, who played the person who was the King of England in 1950?",Colin Firth,Colin Firth,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""The King's Speech"", ""List of English monarchs"", ""Lascelles Principles"", ""Richard of Shrewsbury, Duke of York"", ""Gunhilde"", ""George VI"", ""Poor People's Campaign"", ""King James Version"", ""Civil disobedience"", ""Raymond Márquez"", ""Sacramento Kings"", ""Taylor King"", ""Oriel College, Oxford"", ""Dwight King"", ""Æthelflæd of Damerham"", ""Edward II (play)""]","[""The King's Speech"", ""George VI""]",6,13,1072,frontier_empty,Colin Firth,0.7654,path_terminal,memory,memory_mem_7,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260706_154012/runs/003_2hop__88906_55840
4,2hop__10122_18974,Who led the military expedition to where now Min dialects are spoken on border with Zhejiang?,Chen Zheng,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Zhejiang"", ""Hokkien"", ""Endegagn"", ""Greece"", ""Normans"", ""Chukotkan languages"", ""Punjab, Pakistan""]","[""Hokkien"", ""Zhejiang""]",7,13,1128,final_rerank_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260706_154012/runs/004_2hop__10122_18974
5,2hop__16844_20510,When was the entity that was dissolved after the Indian Rebellion in 1857 chartered?,1600,1600,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,"[""British Raj"", ""Queen Victoria"", ""Bahadur Shah Zafar"", ""History of India"", ""List of governors-general of India"", ""Modern history"", ""British Empire""]","[""British Empire"", ""Queen Victoria""]",4,9,742,frontier_empty,,0.0,,memory,memory_mem_7,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260706_154012/runs/005_2hop__16844_20510
6,2hop__61664_786853,Who is the spouse of the voice actor of Batman in The Lego Batman Movie?,Amy Poehler,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Will Friedle"", ""The Lego Batman Movie"", ""The Lego Movie (franchise)"", ""Two-Face"", ""On Broadway (film)"", ""Batman v Superman: Dawn of Justice""]","[""On Broadway (film)"", ""The Lego Batman Movie""]",7,15,1194,frontier_empty,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260706_154012/runs/006_2hop__61664_786853
7,2hop__151705_141308,What company is I Dig Love's record label a part of?,Apple Corps,NPG Records,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""I Dig Love"", ""Sound of Love"", ""Visions of Love"", ""Sony Music"", ""For Someone I Love"", ""Rebelle Records"", ""Nothing Records"", ""Cargo Records (UK)"", ""Love Sign"", ""Blues"", ""Bob Shad"", ""Equator Records (Canada)"", ""Dig This!""]","[""I Dig Love"", ""Apple Records""]",7,14,1100,final_rerank_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260706_154012/runs/007_2hop__151705_141308
8,2hop__424908_500483,"What shares a border with the administrative district where Bieliny, Świętokrzyskie Voivodeship is the capital?",Gmina Daleszyce,Gmina Bieliny,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1,"[""Bieliny, Świętokrzyskie Voivodeship"", ""Wilczyce, Świętokrzyskie Voivodeship"", ""Wojciechowice, Opatów County"", ""Łabędziów"", ""Gmina Łubnice, Świętokrzyskie Voivodeship"", ""Cisów-Orłowiny Landscape Park"", ""Gmina Waśniów"", ""Obice"", ""Wola Morawicka""]","[""Cisów-Orłowiny Landscape Park"", ""Bieliny, Świętokrzyskie Voivodeship""]",7,14,1078,final_rerank_reserve,,0.0,,memory,memory_mem_8,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260706_154012/runs/008_2hop__424908_500483
9,2hop__83800_747874,Who's the sibling of the player who won the men's wimbledon championship 2016?,Jamie Murray,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""2017 Wimbledon Championships – Men's Singles"", ""2001 World Men's Handball Championship"", ""1980 Wimbledon Championships – Men's singles final"", ""Raatbek Sanatbayev"", ""The Championships, Wimbledon"", ""1999 Wimbledon Championships – Men's Singles"", ""Roger Federer"", ""2011 Wimbledon Championships"", ""2016 Wimbledon Championships"", ""2011 Valencia Open 500 – Doubles""]","[""2011 Valencia Open 500 – Doubles"", ""2016 Wimbledon Championships""]",7,14,1221,frontier_empty,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random50_seed520_20260706_154012/runs/009_2hop__83800_747874
